OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2029962,LOP240423001035,6516 FENHAM ST,FENHAM ST,5150,MENTALLY ILL,1713899009000,"[-122.1980494, 37.7602076]",6070827,2103722,C,26Y,CCD6,04/23/24  7:03:29 PM,1713900086000,26,4,3
2029963,LOP240423001036,1800 EMBARCADERO,EMBARCADERO,10851,STOLEN VEHICLE,1713899127000,"[-122.2430892, 37.7836342]",6057968,2112490,C,19X,CCD5,04/23/24  7:05:27 PM,1713902482000,19,3,2
2029964,LOP240423001041,3434 HIGH ST,HIGH ST,484,THEFT,1713899241000,"[-122.1966226, 37.7863556]",6071412,2113234,C,28X,CCD4,04/23/24  7:07:21 PM,1713905995000,28,4,3
2029965,LOP240423001037,1044 E 12TH ST,E 12TH ST,977,WALKING STOP,1713899218000,"[-122.2502288, 37.7911069]",6055956,2115249,C,19X,CCD2,04/23/24  7:06:58 PM,1713923337000,19,3,2
2029966,LOP240423001038,1189 58TH AV,58TH AV,MSDIAL,MISDIAL,1713899218000,"[-122.2036445, 37.7632472]",6069230,2104858,C,26Y,CCD5,04/23/24  7:06:58 PM,1713899219000,26,4,3
2029967,LOP240423001039,1048 E 12TH ST,E 12TH ST,977,WALKING STOP,1713899225000,"[-122.250197, 37.7910799]",6055965,2115239,C,19X,CCD2,04/23/24  7:07:05 PM,1713899925000,19,3,2
2029968,LOP240423001042,ELYSIAN FIELDS DR&GOLF LINKS RD,FIELDS DR&GOLF LINKS RD,374,DUMP WASTE OR OFFENS,1713899355000,"[-122.1415601, 37.7575057]",6087137,2102447,C,35Y,CCD7,04/23/24  7:09:15 PM,1713900286000,35,5,3
2029969,LOP240423001044,23RD ST&SAN PABLO AV,ST&SAN PABLO AV,911C,911 HANG UP FROM CP,1713899460000,"[-122.2743622, 37.8138964]",6049141,2123677,C,06X,CCD3,04/23/24  7:11:00 PM,1713899460000,6,1,1
2029970,LOP240423001043,2760 GARDEN ST,GARDEN ST,459,BURGLARY,1713899458000,"[-122.2225846, 37.7930989]",6063956,2115826,C,21X,CCD5,04/23/24  7:10:58 PM,1713908102000,21,3,2
2029971,LOP240423001046,E 12TH ST&3RD AV,12TH ST&3RD AV,211,ROBBERY,1713899491000,"[-122.2564631, 37.7965435]",6054192,2117262,C,19X,CCD2,04/23/24  7:11:31 PM,1713913778000,19,3,2
