OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1930560,LOP240109001059,1300 63RD AV,63RD AV,SECCK,SECURITY CHECK,1704827001000,"[-122.1986465, 37.7621108]",6070667,2104418,C,26Y,CCD6,01/09/24  7:03:21 PM,1704829501000,26,4,3
1930561,LOP240109001060,3686 38TH AV,38TH AV,955,ANIMAL-STRAYING,1704827009000,"[-122.196669, 37.7912689]",6071431,2115023,C,25X,CCD4,01/09/24  7:03:29 PM,1704879205000,25,4,2
1930562,LOP240109001062,4000 INTERNATIONAL BLVD,INTERNATIONAL BLVD,SECCK,SECURITY CHECK,1704827093000,"[-122.217924, 37.7738788]",6065174,2108804,C,23X,CCD5,01/09/24  7:04:53 PM,1704830697000,23,4,2
1930563,LOP240109001063,3020 E 18TH ST,E 18TH ST,SECCK,SECURITY CHECK,1704827218000,"[-122.2241111, 37.7822185]",6063442,2111873,C,20X,CCD5,01/09/24  7:06:58 PM,1704875785000,20,3,2
1930564,LOP240109001064,9607 C ST,C ST,POWER,ELECTRICITY,1704827229000,"[-122.1760689, 37.7439426]",6077074,2097686,C,33X,CCD7,01/09/24  7:07:09 PM,1704827229000,33,5,3
1930565,LOP240109001065,3737 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,484LP,STOLEN LICENSE PLATE,1704827279000,"[-122.2693027, 37.8266406]",6050690,2128289,C,06X,CCD1,01/09/24  7:07:59 PM,1704857326000,6,1,1
1930566,LOP240109001066,3422 INTERNATIONAL BLVD,INTERNATIONAL BLVD,933R,ALARM-RINGER,1704827325000,"[-122.2234635, 37.7765311]",6063591,2109799,A,23X,CCD5,01/09/24  7:08:45 PM,1704868777000,23,4,2
1930567,LOP240109001067,628 21ST ST,21ST ST,647,DISORDERLY CONDUCT,1704827370000,"[-122.2728275, 37.8109611]",6049564,2122600,C,04X,CCD3,01/09/24  7:09:30 PM,1704839411000,4,1,1
1930568,LOP240109001068,754 58TH ST,58TH ST,945A,AMBULANCE REQUESTED,1704827440000,"[-122.2692982, 37.843594]",6050808,2134461,C,11X,CCD1,01/09/24  7:10:40 PM,1704827440000,11,2,1
1930569,LOP240109001070,455 7TH ST,7TH ST,5150,MENTALLY ILL,1704827483000,"[-122.2743715, 37.7995112]",6049039,2118440,C,03Y,CCD3,01/09/24  7:11:23 PM,1704852236000,3,1,1
1930570,LOP240109001072,2681 73RD AV,73RD AV,MSDIAL,MISDIAL,1704827580000,"[-122.1739109, 37.7680708]",6077855,2106459,C,30Y,CCD6,01/09/24  7:13:00 PM,1704827580000,30,5,3
