OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1783987,LOP230624000878,1470 83RD AV,83RD AV,911C,911 HANG UP FROM CP,1687633316000,"[-122.1779494, 37.7553754]",6076605,2101858,C,34X,CCD6,06/24/23  7:01:56 PM,1687643163000,34,5,3
1783988,LOP230624000880,8139 HOLLY ST,HOLLY ST,901A,VEHICLE COLLISION-PE,1687633383000,"[-122.1778425, 37.7570745]",6076647,2102476,C,30X,CCD6,06/24/23  7:03:03 PM,1687638759000,30,5,3
1783989,LOP230624000879,668 27TH ST,27TH ST,EVAL,EVALUATION,1687633375000,"[-122.2719684, 37.8171791]",6049855,2124859,C,06X,CCD3,06/24/23  7:02:55 PM,1687648456000,6,1,1
1783990,LOP230624000881,4701 SAN LEANDRO ST,SAN LEANDRO ST,911C,911 HANG UP FROM CP,1687633442000,"[-122.214231, 37.7681533]",6066203,2106700,C,26X,CCD5,06/24/23  7:04:02 PM,1687633463000,26,4,3
1783991,LOP230624000884,55TH AV&BANCROFT AV,AV&BANCROFT AV,20002,HIT & RUN (PROPERTY,1687633493000,"[-122.1972831, 37.7716453]",6071124,2107882,C,27X,CCD4,06/24/23  7:04:53 PM,1687642462000,27,4,3
1783992,LOP230624000883,4029 PIEDMONT AV,PIEDMONT AV,459AU,AUTO BURGLARY,1687633483000,"[-122.253186, 37.8259061]",6055339,2127934,C,09X,CCD1,06/24/23  7:04:43 PM,1687633620000,9,2,1
1783993,LOP230624000882,6845 FRESNO ST,FRESNO ST,929,FIRE,1687633474000,"[-122.1816267, 37.7663706]",6075614,2105880,C,30X,CCD6,06/24/23  7:04:34 PM,1687633475000,30,5,3
1783994,LOP230624000885,6850 FOOTHILL BLVD,FOOTHILL BLVD,945A,AMBULANCE REQUESTED,1687633612000,"[-122.1773775, 37.7698866]",6076865,2107138,C,29X,CCD6,06/24/23  7:06:52 PM,1687633748000,29,5,3
1783995,LOP230624000886,200 GRAND AV,GRAND AV,901A,VEHICLE COLLISION-PE,1687633715000,"[-122.2623267, 37.8109702]",6052597,2122546,C,14X,CCD3,06/24/23  7:08:35 PM,1687638436000,14,2,2
1783996,LOP230624000887,1496 82ND AV,82ND AV,911C,911 HANG UP FROM CP,1687633743000,"[-122.1785154, 37.7560815]",6076446,2102118,C,34X,CCD6,06/24/23  7:09:03 PM,1687643163000,34,5,3
