OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1924561,LOP240104000992,6001 TELEGRAPH AV,TELEGRAPH AV,933S,ALARM-SILENT,1704395013000,"[-122.2610963, 37.8465266]",6053196,2135484,C,11X,CCD1,01/04/24  7:03:33 PM,1704426346000,11,2,1
1924562,LOP240104000993,7101 EDGEWATER DR,EDGEWATER DR,415C,415 UNKNOWN,1704395196000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,01/04/24  7:06:36 PM,1704395197000,31,5,3
1924563,LOP240104000994,3431 FOOTHILL BLVD,FOOTHILL BLVD,945A,AMBULANCE REQUESTED,1704395232000,"[-122.2199206, 37.7826917]",6064656,2112023,C,23X,CCD5,01/04/24  7:07:12 PM,1704395232000,23,4,2
1924564,LOP240104000995,324 PERALTA ST,PERALTA ST,WELCK,WELFARE CHECK -- CHE,1704395279000,"[-122.2999557, 37.8037354]",6041678,2120119,C,02Y,CCD3,01/04/24  7:07:59 PM,1704398182000,2,1,1
1924565,LOP240104000996,E 32ND ST&HAMLINE AV,32ND ST&HAMLINE AV,WELCK,WELFARE CHECK -- CHE,1704395371000,"[-122.2260522, 37.7990252]",6062994,2118002,C,18Y,CCD5,01/04/24  7:09:31 PM,1704400767000,18,3,2
1924566,LOP240104000997,8411 MACARTHUR BLVD,MACARTHUR BLVD,911C,911 HANG UP FROM CP,1704395372000,"[-122.1637444, 37.7612517]",6080749,2103924,C,35X,CCD7,01/04/24  7:09:32 PM,1704395372000,35,5,3
1924567,LOP240104000998,800 70TH AV,70TH AV,R10851,RECOVERED STOLEN VEH,1704395381000,"[-122.1977251, 37.7551005]",6070887,2101861,C,26Y,CCD7,01/04/24  7:09:41 PM,1704406015000,26,4,3
1924568,LOP240104000999,5220 WENTWORTH AV,WENTWORTH AV,945A,AMBULANCE REQUESTED,1704395704000,"[-122.2045374, 37.7714005]",6069026,2107831,C,27Y,CCD6,01/04/24  7:15:04 PM,1704395704000,27,4,3
1924569,LOP240104001000,1889 HARRISON ST,HARRISON ST,243E,BATTERY ON CO-HABITA,1704395760000,"[-122.2655782, 37.8063289]",6051626,2120874,C,04X,CCD3,01/04/24  7:16:00 PM,1704417841000,4,1,1
1924570,LOP240104001001,699 24TH ST,24TH ST,MACRO,MACRO TEAM RESPONSE,1704395883000,"[-122.2738391, 37.8144646]",6049296,2123881,C,06X,CCD3,01/04/24  7:18:03 PM,1704396250000,6,1,1
