OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1745364,LOP230522001022,2745 INYO AV,INYO AV,MSDIAL,MISDIAL,1684788900000,"[-122.2257762, 37.7937032]",6063038,2116063,C,21X,CCD5,05/22/23  8:55:00 PM,1684788900000,21,3,2
1745365,LOP230522001127,59 GRAND AV,GRAND AV,MSDIAL,MISDIAL,1684796887000,"[-122.2659652, 37.8113937]",6051549,2122720,C,04X,CCD3,05/22/23 11:08:07 PM,1684796888000,4,1,1
1745500,LOP230522000933,2713 SAN PABLO AV,SAN PABLO AV,415F,415 FAMILY,1684782209000,"[-122.2757128, 37.817815]",6048778,2125111,C,07X,CCD3,05/22/23  7:03:29 PM,1684810528000,7,1,1
1745501,LOP230522000935,3350 E 9TH ST,E 9TH ST,970C,AUTO IN RESTRICED ZO,1684782252000,"[-122.2266282, 37.773032]",6062653,2108542,C,23X,CCD5,05/22/23  7:04:12 PM,1684825510000,23,4,2
1745502,LOP230522000934,5860 OCEAN VIEW DR,OCEAN VIEW DR,211,ROBBERY,1684782224000,"[-122.246498, 37.8452878]",6057402,2134954,C,12Y,CCD1,05/22/23  7:03:44 PM,1684788588000,12,2,1
1745503,LOP230522000937,3510 LAGUNA AV,LAGUNA AV,933R,ALARM-RINGER,1684782395000,"[-122.2107576, 37.7991327]",6067413,2117960,C,22X,CCD4,05/22/23  7:06:35 PM,1684815295000,22,3,2
1745504,LOP230522000938,614 E 20TH ST,E 20TH ST,911C,911 HANG UP FROM CP,1684782432000,"[-122.2472933, 37.7988909]",6056857,2118067,C,17X,CCD2,05/22/23  7:07:12 PM,1684782432000,17,3,2
1745505,LOP230522000940,250 E 12TH ST,E 12TH ST,A10851,ATTEMPTED AUTO THEFT,1684782495000,"[-122.2567017, 37.7968256]",6054125,2117366,C,19X,CCD2,05/22/23  7:08:15 PM,1684784731000,19,3,2
1745506,LOP230522000939,150 HEGENBERGER RD,HEGENBERGER RD,911C,911 HANG UP FROM CP,1684782477000,"[-122.19974, 37.7303639]",6070141,2092866,C,31Y,CCD7,05/22/23  7:07:57 PM,1684807342000,31,5,3
1745507,LOP230522000942,5920 BRANN ST,BRANN ST,484LP,STOLEN LICENSE PLATE,1684782758000,"[-122.1863536, 37.7743127]",6074300,2108796,C,29X,CCD6,05/22/23  7:12:38 PM,1684783247000,29,5,3
1745508,LOP230522000941,317 HANOVER AV,HANOVER AV,415TH,415 THREATS,1684782740000,"[-122.251664, 37.8027952]",6055621,2119512,C,15X,CCD2,05/22/23  7:12:20 PM,1684806557000,15,3,2
