OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1668113,LOP230105000570,34TH ST&FITZGERALD ST,ST&FITZGERALD ST,955,ANIMAL-STRAYING,1672924937000,"[-122.2830727, 37.826112]",6046710,2128172,C,07X,CCD3,01/05/23  1:22:17 PM,1672929535000,7,1,1
1668114,LOP230105000502,24TH ST&CHESTNUT ST,ST&CHESTNUT ST,SECCK,SECURITY CHECK,1672921469000,"[-122.2823188, 37.8169243]",6046864,2124823,C,07X,CCD3,01/05/23 12:24:29 PM,1672929793000,7,1,1
1668115,LOP230105000492,455 7TH ST,7TH ST,10851,STOLEN VEHICLE,1672920894000,"[-122.2743715, 37.7995112]",6049039,2118440,C,03Y,CCD3,01/05/23 12:14:54 PM,1672940528000,3,1,1
1668116,LOP230105000647,SEMINARY AV&SEMINARY CT,AV&SEMINARY CT,HAZ,HAZARDOUS SITUATION/,1672928990000,"[-122.1934123, 37.7694239]",6072228,2107053,C,27Y,CCD6,01/05/23  2:29:50 PM,1672931280000,27,4,3
1668117,LOP230105000638,10700 MACARTHUR BLVD,MACARTHUR BLVD,5150,MENTALLY ILL,1672928450000,"[-122.1516479, 37.7423811]",6084124,2096992,C,32Y,CCD7,01/05/23  2:20:50 PM,1672935824000,32,5,3
1668118,LOP230105000657,1349 104TH AV,104TH AV,415F,415 FAMILY,1672929876000,"[-122.1680517, 37.7395131]",6079363,2096032,C,32X,CCD7,01/05/23  2:44:36 PM,1672946015000,32,5,3
1668119,LOP230105000453,E 12TH ST&6TH AV,12TH ST&6TH AV,SECCK,SECURITY CHECK,1672918544000,"[-122.2539707, 37.7943392]",6054897,2116446,C,19X,CCD2,01/05/23 11:35:44 AM,1672929892000,19,3,2
1668120,LOP230105000658,3770 PIEDMONT AV,PIEDMONT AV,911C,911 HANG UP FROM CP,1672929985000,"[-122.2559178, 37.8236901]",6054535,2127142,C,09X,CCD1,01/05/23  2:46:25 PM,1672935017000,9,2,1
1668121,LOP230105000659,2933 DELAWARE ST,DELAWARE ST,CKVEH,CHECK VEHICLE,1672930044000,"[-122.2073886, 37.7965364]",6068369,2116997,C,22Y,CCD4,01/05/23  2:47:24 PM,1672944325000,22,3,2
1668122,LOP230105000660,ATHOL AV&NEWTON AV,AV&NEWTON AV,OMC,OAKLAND MUNICIPLE CO,1672930090000,"[-122.2485511, 37.8011466]",6056509,2118895,C,15X,CCD2,01/05/23  2:48:10 PM,1672939511000,15,3,2
