OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2037022,LOP240429000991,70TH AV&HERBERT GUICE WY,AV&HERBERT GUICE WY,SECCK,SECURITY CHECK,1714417399000,"[-122.1906071, 37.7595894]",6072974,2103458,C,26Y,CCD7,04/29/24  7:03:19 PM,1714420893000,26,4,3
2037023,LOP240429000992,475 HALE AV,HALE AV,911C,911 HANG UP FROM CP,1714417452000,"[-122.1804625, 37.7341783]",6075740,2094154,C,31Y,CCD7,04/29/24  7:04:12 PM,1714431895000,31,5,3
2037025,LOP240429000993,6TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,415,DISTURBING THE PEACE,1714417523000,"[-122.2530243, 37.7950153]",6055175,2116687,C,19X,CCD2,04/29/24  7:05:23 PM,1714419936000,19,3,2
2037026,LOP240429000995,80TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,945A,AMBULANCE REQUESTED,1714417546000,"[-122.1816586, 37.7566218]",6075541,2102331,C,30X,CCD7,04/29/24  7:05:46 PM,1714417546000,30,5,3
2037027,LOP240429000998,314 E 10TH ST,E 10TH ST,459AU,AUTO BURGLARY,1714417707000,"[-122.2581641, 37.7951365]",6053691,2116759,C,19X,CCD2,04/29/24  7:08:27 PM,1714417707000,19,3,2
2037028,LOP240429000999,1778 E 12TH ST,E 12TH ST,955E,ANIMAL BITE,1714417798000,"[-122.2430756, 37.7864444]",6057991,2113513,C,19X,CCD2,04/29/24  7:09:58 PM,1714417798000,19,3,2
2037029,LOP240429001000,6623 SAN PABLO AV,SAN PABLO AV,5150,MENTALLY ILL,1714417819000,"[-122.2858624, 37.8493682]",6046066,2136654,C,10X,CCD1,04/29/24  7:10:19 PM,1714418483000,10,2,1
2037030,LOP240429001001,23RD AV&NB I880,AV&NB I880,912,SUSPICIOUS PERSON,1714417886000,"[-122.2368126, 37.7774861]",6059740,2110218,C,20X,CCD5,04/29/24  7:11:26 PM,1714417887000,20,3,2
2037031,LOP240429001004,7101 EDGEWATER DR,EDGEWATER DR,FUEL,FUEL VEHICLE,1714418025000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,04/29/24  7:13:45 PM,1714419617000,31,5,3
2037032,LOP240429001005,1206 E 22ND ST,E 22ND ST,23103,RECKLESS DRIVING,1714418156000,"[-122.2405169, 37.7958543]",6058794,2116925,C,17Y,CCD2,04/29/24  7:15:56 PM,1714431327000,17,3,2
