OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
1906613,LOP231219001244,1437 94TH AV,94TH AV,970B,AUTO BLOCKING DRIVEW,1703021004000,"[-122.1722143, 37.7474226]",6078211,2098933,C,34X,CCD7,12/19/23  9:23:24 PM,1703055703000,34,5,3
1906615,LOP231219001245,9233 BIRCH ST,BIRCH ST,10851,STOLEN VEHICLE,1703021068000,"[-122.1681772, 37.7509572]",6079401,2100199,C,34X,CCD7,12/19/23  9:24:28 PM,1703036247000,34,5,3
1906616,LOP231219001246,83 GLEN AV,GLEN AV,911N,POLICE RELATED MATTE,1703021085000,"[-122.2505889, 37.8256151]",6056087,2127814,C,09X,CCD1,12/19/23  9:24:45 PM,1703021085000,9,2,1
1906617,LOP231219001247,4601 SHATTUCK AV,SHATTUCK AV,415C,415 UNKNOWN,1703021125000,"[-122.2637159, 37.8337396]",6052352,2130843,C,12X,CCD1,12/19/23  9:25:25 PM,1703028411000,12,2,1
1906618,LOP231219001250,2601 SAN PABLO AV,SAN PABLO AV,MSDIAL,MISDIAL,1703021202000,"[-122.2755083, 37.8172275]",6048833,2124896,C,07X,CCD3,12/19/23  9:26:42 PM,1703021202000,7,1,1
1906619,LOP231219001248,455 7TH ST,7TH ST,EVAL,EVALUATION,1703021160000,"[-122.2743715, 37.7995112]",6049039,2118440,C,03Y,CCD3,12/19/23  9:26:00 PM,1703021161000,3,1,1
1906620,LOP231219001249,3RD ST&BROADWAY,ST&BROADWAY,459AU,AUTO BURGLARY,1703021173000,"[-122.2759291, 37.7967519]",6048570,2117444,C,01X,CCD3,12/19/23  9:26:13 PM,1703021182000,1,1,1
1906621,LOP231219001251,1728 105TH AV,105TH AV,945A,AMBULANCE REQUESTED,1703021211000,"[-122.1630174, 37.7405182]",6080825,2096372,C,32X,CCD7,12/19/23  9:26:51 PM,1703021215000,32,5,3
1906622,LOP231219001252,1221 E 20TH ST,E 20TH ST,911C,911 HANG UP FROM CP,1703021278000,"[-122.2424108, 37.7944007]",6058237,2116406,C,17X,CCD2,12/19/23  9:27:58 PM,1703021326000,17,3,2
1906623,LOP231219001253,6516 FOOTHILL BLVD,FOOTHILL BLVD,918,PERSON SCREAMING,1703021285000,"[-122.1829479, 37.770623]",6075260,2107435,C,29X,CCD6,12/19/23  9:28:05 PM,1703023952000,29,5,3
1906624,LOP231219001254,90 ATHOL AV,ATHOL AV,911C,911 HANG UP FROM CP,1703021370000,"[-122.2534886, 37.8007492]",6055080,2118777,C,15X,CCD2,12/19/23  9:29:30 PM,1703021370000,15,3,2
