OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2043613,LOP240505000954,3232 FOOTHILL BLVD,FOOTHILL BLVD,211,ROBBERY,1714935827000,"[-122.2220449, 37.7835561]",6064048,2112349,C,21Y,CCD5,05/05/24  7:03:47 PM,1714943219000,21,3,2
2043614,LOP240505000957,3232 FOOTHILL BLVD,FOOTHILL BLVD,911C,911 HANG UP FROM CP,1714935881000,"[-122.2220449, 37.7835561]",6064048,2112349,C,21Y,CCD5,05/05/24  7:04:41 PM,1714935881000,21,3,2
2043615,LOP240505000956,695 33RD ST,33RD ST,ACU,ANIMAL CONTROL UNIT,1714935872000,"[-122.2710053, 37.8228163]",6050172,2126906,C,06X,CCD3,05/05/24  7:04:32 PM,1714996312000,6,1,1
2043616,LOP240505000958,2434 25TH AV,25TH AV,911N,POLICE RELATED MATTE,1714935898000,"[-122.2261382, 37.7893222]",6062904,2114470,C,21X,CCD5,05/05/24  7:04:58 PM,1714936037000,21,3,2
2043633,LOP240505000959,1083 81ST AV,81ST AV,911C,911 HANG UP FROM CP,1714935971000,"[-122.1847878, 37.7534925]",6074616,2101208,C,26Y,CCD7,05/05/24  7:06:11 PM,1714945124000,26,4,3
2043634,LOP240505000961,400 29TH AV,29TH AV,911N,POLICE RELATED MATTE,1714935996000,"[-122.2354173, 37.7728645]",6060112,2108528,C,20X,CCD5,05/05/24  7:06:36 PM,1714935996000,20,3,2
2043635,LOP240505000962,1101 EMBARCADERO WEST,EMBARCADERO WEST,911H,911 HANG-UP,1714936065000,"[-122.2894146, 37.798729]",6044688,2118238,C,02X,CCD3,05/05/24  7:07:45 PM,1714962909000,2,1,1
2043636,LOP240505000963,601 E 8TH ST,E 8TH ST,911C,911 HANG UP FROM CP,1714936168000,"[-122.2568568, 37.7922609]",6054049,2115705,C,19X,CCD2,05/05/24  7:09:28 PM,1714936168000,19,3,2
2043637,LOP240505000965,475 29TH ST,29TH ST,415C,415 UNKNOWN,1714936212000,"[-122.266746, 37.8180128]",6051369,2125134,C,08X,CCD3,05/05/24  7:10:12 PM,1714942554000,8,2,1
2043638,LOP240505000964,3431 FOOTHILL BLVD,FOOTHILL BLVD,945A,AMBULANCE REQUESTED,1714936172000,"[-122.2199206, 37.7826917]",6064656,2112023,C,23X,CCD5,05/05/24  7:09:32 PM,1714936172000,23,4,2
