OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1760585,LOP230605001174,1711 14TH AV,14TH AV,415SS,415 SHOT SPOTTER GUN,1685998459000,"[-122.2429643, 37.7918792]",6058060,2115491,C,17X,CCD2,06/05/23  8:54:19 PM,1686026200000,17,3,2
1760992,LOP230605001051,150 HEGENBERGER RD,HEGENBERGER RD,459AU,AUTO BURGLARY,1685991766000,"[-122.19974, 37.7303639]",6070141,2092866,C,31Y,CCD7,06/05/23  7:02:46 PM,1685991766000,31,5,3
1760993,LOP230605001050,1424 65TH AV,65TH AV,415LT,DISTURBANCE-LANDLORD,1685991761000,"[-122.194414, 37.7628254]",6071895,2104656,C,27Y,CCD6,06/05/23  7:02:41 PM,1686008631000,27,4,3
1760995,LOP230605001053,354 14TH ST,14TH ST,10851,STOLEN VEHICLE,1685992126000,"[-122.2688893, 37.803483]",6050650,2119856,C,04X,CCD2,06/05/23  7:08:46 PM,1685994237000,4,1,1
1760996,LOP230605001054,59TH ST&TELEGRAPH AV,ST&TELEGRAPH AV,WELCK,WELFARE CHECK -- CHE,1685992267000,"[-122.2612411, 37.8450384]",6053144,2134943,C,11X,CCD1,06/05/23  7:11:07 PM,1685992322000,11,2,1
1760997,LOP230605001055,9500 STEARNS AV,STEARNS AV,911C,911 HANG UP FROM CP,1685992462000,"[-122.156361, 37.7533351]",6082832,2101004,C,35X,CCD7,06/05/23  7:14:22 PM,1685992468000,35,5,3
1760998,LOP230605001057,98TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,R10851,RECOVERED STOLEN VEH,1685992565000,"[-122.1705299, 37.7443563]",6078678,2097808,C,33X,CCD7,06/05/23  7:16:05 PM,1685994756000,33,5,3
1760999,LOP230605001060,1528 100TH AV,100TH AV,415C,415 UNKNOWN,1685992764000,"[-122.1675385, 37.7431544]",6079535,2097355,C,32X,CCD7,06/05/23  7:19:24 PM,1685992764000,32,5,3
1761000,LOP230605001061,972 53RD ST,53RD ST,970B,AUTO BLOCKING DRIVEW,1685992796000,"[-122.2768198, 37.8377346]",6048596,2132369,C,10X,CCD1,06/05/23  7:19:56 PM,1685992796000,10,2,1
1761001,LOP230605001062,2509 109TH AV,109TH AV,242,BATTERY,1685992844000,"[-122.1513042, 37.7409247]",6084214,2096460,C,32Y,CCD7,06/05/23  7:20:44 PM,1685993085000,32,5,3
1761002,LOP230605001063,960 53RD ST,53RD ST,415,DISTURBING THE PEACE,1685992911000,"[-122.2763953, 37.8377987]",6048719,2132390,C,10X,CCD1,06/05/23  7:21:51 PM,1685992911000,10,2,1
