OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1754836,LOP230531001090,E 31ST ST&VALLECITO PL,31ST ST&VALLECITO PL,5150,MENTALLY ILL,1685561833000,"[-122.233402, 37.7996453]",6060875,2118267,C,17Y,CCD2,05/31/23  7:37:13 PM,1685611321000,17,3,2
1754837,LOP230531001091,3265 PRENTISS ST,PRENTISS ST,415C,415 UNKNOWN,1685561884000,"[-122.2184941, 37.7881978]",6065105,2114020,C,21Y,CCD5,05/31/23  7:38:04 PM,1685561956000,21,3,2
1754838,LOP230531001104,5285 FOOTHILL BLVD,FOOTHILL BLVD,911N,POLICE RELATED MATTE,1685562627000,"[-122.2011317, 37.7725814]",6070018,2108243,C,27X,CCD4,05/31/23  7:50:27 PM,1685562628000,27,4,3
1754839,LOP230531001170,1114 69TH AV,69TH AV,R10851,RECOVERED STOLEN VEH,1685565953000,"[-122.1925993, 37.7591076]",6072395,2103293,C,26Y,CCD7,05/31/23  8:45:53 PM,1685583357000,26,4,3
1754840,LOP230531001199,1823 41ST AV,41ST AV,R10851,RECOVERED STOLEN VEH,1685568099000,"[-122.2143302, 37.7759006]",6066226,2109521,P,23X,CCD5,05/31/23  9:21:39 PM,1685568120000,23,4,2
1754841,LOP230531001277,2530 25TH AV,25TH AV,415,DISTURBING THE PEACE,1685574066000,"[-122.2254234, 37.7901375]",6063116,2114763,C,21X,CCD5,05/31/23 11:01:06 PM,1685590486000,21,3,2
1755321,LOP230531001053,8980 EARHART DR,EARHART DR,415C,415 UNKNOWN,1685559828000,"[-122.2082142, 37.729203]",6067683,2092488,C,31X,CCD7,05/31/23  7:03:48 PM,1685562580000,31,5,3
1755322,LOP230531001054,98TH AV&EDES AV,AV&EDES AV,BCAST,BROADCAST,1685559871000,"[-122.1832456, 37.7364212]",6074950,2094985,C,31Y,CCD7,05/31/23  7:04:31 PM,1685562575000,31,5,3
1755323,LOP230531001055,960 34TH ST,34TH ST,10851,STOLEN VEHICLE,1685559879000,"[-122.2769883, 37.8250995]",6048460,2127770,C,06X,CCD3,05/31/23  7:04:39 PM,1685597512000,6,1,1
1755324,LOP230531001056,EUCLID AV&GRAND AV,AV&GRAND AV,459AU,AUTO BURGLARY,1685559896000,"[-122.2517109, 37.8085958]",6055647,2121624,C,14X,CCD3,05/31/23  7:04:56 PM,1685582425000,14,2,2
1755325,LOP230531001057,2317 SAN PABLO AV,SAN PABLO AV,602L,TRESPASS:,1685560128000,"[-122.274476, 37.814021]",6049109,2123723,C,07X,CCD3,05/31/23  7:08:48 PM,1685572489000,7,1,1
